NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
T-MOBILE US INC,Common Stock,872590104,"273,959","1,891,592",SH,,SOLE,,"1,418,121",0,"473,471"
TOKIO MARINE HOLDINGS INC,ADR,889094108,"49,982","1,084,383",SH,,SOLE,,"951,112",0,"133,271"
TOKYO ELECTRONIC LTD ADR,ADR,889110102,"94,321","871,728",SH,,SOLE,,"789,028",0,"82,699"
TOKYO GAS CO LTD ADR,ADR,889115101,"2,469","264,362",SH,,SOLE,,"241,012",0,"23,351"
TOLL BROTHERS INC,Common Stock,889478103,"15,273","264,198",SH,,SOLE,,"223,125",0,"41,073"
TOMPKINS FINANCIAL CORP,Common Stock,890110109,"1,278","16,474",SH,,SOLE,,"14,673",0,"1,801"
TOMRA SYS A / S SPON ADR NEW,ADR,889905204,"1,192","21,470",SH,,SOLE,,"2,730",0,"18,740"
Tonix Pharmaceuticals Holding,Common Stock,890260706,72,"65,249",SH,,SOLE,,"65,249",0,0
TOOTSIE ROLL INDUSTRIES INC,Common Stock,890516107,"3,588","105,808",SH,,SOLE,,"101,339",0,"4,469"
TOP GLOVE CORP BHD-SPONS ADR,ADR,890534100,"1,522","325,208",SH,,SOLE,,"284,524",0,"40,684"
TOPBUILD CORP,Common Stock,89055F103,"25,970","131,309",SH,,SOLE,,"70,980",0,"60,329"
TOPPAN PRTG LTD ADR,ADR,890747306,343,"41,560",SH,,SOLE,,"33,991",0,"7,569"
TORAY INDUSTRIES ADR,ADR,890880206,"20,509","1,543,196",SH,,SOLE,,"1,402,364",0,"140,832"
TORCHLIGHT ENERGY RESOURCES,Common Stock,59134N104,82,"10,940",SH,,SOLE,,"4,040",0,"6,900"
TORO CO/THE,Common Stock,891092108,"19,305","175,688",SH,,SOLE,,"141,888",0,"33,800"
TORONTO-DOMINION BANK/THE,Common Stock,891160509,"53,051","757,324",SH,,SOLE,,"730,795",0,"26,529"
TORTOISE ESSENT ASSTS INC,Closed-End Fund,27901F109,183,"12,352",SH,,SOLE,,"8,694",0,"3,658"
TOSHIBA CORP UNSP ADR,ADR,891493306,"22,947","1,056,986",SH,,SOLE,,"967,928",0,"89,058"
TOTAL S A SPONSORED ADR,ADR,8.92E+113,"97,190","2,147,375",SH,,SOLE,,"1,599,637",0,"547,737"
TOTO LTD-UNSPONSORED ADR,ADR,891515207,"3,489","67,989",SH,,SOLE,,"63,445",0,"4,544"
TOWER SEMICONDUCTOR SHS NEW,Common Stock,M87915274,486,"16,528",SH,,SOLE,,"16,479",0,49
TOWNE BANK/PORTSMOUTH VA,Common Stock,89214P109,"4,428","145,567",SH,,SOLE,,"79,804",0,"65,763"
TOYOTA INDUSTRIES-UNSPON ADR,ADR,892330101,257,"2,964",SH,,SOLE,,"2,018",0,946
TOYOTA MOTOR CORP SP ADR REP2COM,ADR,892331307,"180,416","1,031,893",SH,,SOLE,,"887,971",0,"143,922"
TPG RE FIN TR INC,REIT,87266M107,"1,425","105,958",SH,,SOLE,,"43,607",0,"62,351"
TPI COMPOSITES INC,Common Stock,87266J104,"1,669","34,459",SH,,SOLE,,"33,727",0,732
TRACTOR SUPPLY CO,Common Stock,892356106,"94,993","510,552",SH,,SOLE,,"448,407",0,"62,144"
TRADE DESK INC/THE -CLASS A,Common Stock,88339J105,"44,498","575,204",SH,,SOLE,,"488,170",0,"87,034"
TRADEWEB MARKETS INC-CLASS A,Common Stock,892672106,993,"11,742",SH,,SOLE,,"7,738",0,"4,004"
TRANE TECHNOLOGIES PLC,Common Stock,G8994E103,"167,105","907,492",SH,,SOLE,,"724,444",0,"183,047"
TRANSALTA CORP,Common Stock,89346D107,224,"22,485",SH,,SOLE,,"22,485",0,0
TRANSDIGM GROUP INC,Common Stock,893641100,"186,975","288,859",SH,,SOLE,,"221,512",0,"67,347"
TRANSLATE BIO INC,Common Stock,89374L104,"2,156","78,277",SH,,SOLE,,"22,017",0,"56,260"
TRANSOCEAN LTD/SWITZERLAND,Common Stock,H8817H100,"6,293","1,392,321",SH,,SOLE,,"670,456",0,"721,865"
TRANSPORTADORA DE GAS SPONSR ADR B,ADR,893870204,312,"67,281",SH,,SOLE,,"67,252",0,29
TRANSUNION,Common Stock,89400J107,"19,496","177,544",SH,,SOLE,,"116,795",0,"60,749"
Travel Leisure Co,Common Stock,894164102,"24,674","415,038",SH,,SOLE,,"272,495",0,"142,543"
TRAVELERS COS INC/THE,Common Stock,8.94E+113,"208,217","1,390,803",SH,,SOLE,,"940,664",0,"450,138"
Travere Therapeutics Inc,Common Stock,89422G107,"1,055","72,291",SH,,SOLE,,"66,928",0,"5,363"
TREACE MEDICAL C,Common Stock,89455T109,523,"16,732",SH,,SOLE,,743,0,"15,989"
TREASURY WINE ESTATES LTD ADR,ADR,89465J109,"15,780","1,789,087",SH,,SOLE,,"1,604,700",0,"184,387"
TRECORA RESOURCES,Common Stock,894648104,280,"33,691",SH,,SOLE,,"25,349",0,"8,342"
TREDEGAR CORP,Common Stock,894650100,677,"49,185",SH,,SOLE,,"38,508",0,"10,677"
TREEHOUSE FOODS INC,Common Stock,89469A104,"16,012","359,663",SH,,SOLE,,"103,783",0,"255,880"
TREND MICRO INC - SPON ADR,ADR,89486M206,"14,583","277,067",SH,,SOLE,,"250,820",0,"26,246"
TREX CO INC,Common Stock,89531P105,"31,529","308,471",SH,,SOLE,,"256,911",0,"51,560"
TRI POINTE HOMES INC,Common Stock,87265H109,"7,550","352,303",SH,,SOLE,,"245,666",0,"106,637"
TRICIDA INC,Common Stock,89610F101,215,"49,788",SH,,SOLE,,"49,284",0,504
TRICO BANCSHARES,Common Stock,896095106,"3,363","78,976",SH,,SOLE,,"38,431",0,"40,545"
Tri-Continental Corp,Closed-End Fund,895436103,"6,041","177,197",SH,,SOLE,,"106,943",0,"70,254"
TRILLIUM THERAPEUTICS INC,Common Stock,89620X506,234,"24,154",SH,,SOLE,,"23,928",0,226
TRIMAS CORP,Common Stock,896215209,"2,505","82,589",SH,,SOLE,,"54,688",0,"27,901"
TRIMBLE INC,Common Stock,896239100,"50,469","616,748",SH,,SOLE,,"582,814",0,"33,934"
TRINET GROUP INC,Common Stock,896288107,"4,947","68,256",SH,,SOLE,,"27,784",0,"40,472"
TRINITY INDUSTRIES INC,Common Stock,896522109,"12,656","470,646",SH,,SOLE,,"239,606",0,"231,040"
TRINSEO S A SHS,Common Stock,L9340P101,"18,931","316,364",SH,,SOLE,,"239,625",0,"76,739"
TRIP ADVISOR INC,Common Stock,896945201,"8,825","218,995",SH,,SOLE,,"206,478",0,"12,516"
TRIP.COM GROUP LTD,ADR,89677Q107,"11,663","328,898",SH,,SOLE,,"281,037",0,"47,861"
TRIPLE-S MANAGEMENT CORP,Common Stock,896749108,916,"41,119",SH,,SOLE,,"33,757",0,"7,362"
TRISTATE CAP HLDGS INC COM,Common Stock,89678F100,"1,068","52,374",SH,,SOLE,,"50,206",0,"2,168"
TRITON INTERNATIONAL LTD/BER,Common Stock,G9078F107,"7,864","150,244",SH,,SOLE,,"79,740",0,"70,504"
TRIUMPH BANCORP INC COM,Common Stock,8.97E+304,"2,570","34,613",SH,,SOLE,,"30,844",0,"3,769"
TRIUMPH GROUP INC,Common Stock,896818101,"3,004","144,765",SH,,SOLE,,"129,930",0,"14,835"
TRONOX HOLDINGS PLC - CLASS A,Common Stock,G9087Q102,"4,544","202,840",SH,,SOLE,,"149,766",0,"53,074"
TRUEBLUE INC,Common Stock,89785X101,"9,122","324,514",SH,,SOLE,,"142,693",0,"181,821"
TRUECAR INC,Common Stock,89785L107,396,"70,061",SH,,SOLE,,"68,778",0,"1,283"
TRUIST FINANCIAL CORP,Common Stock,89832Q109,"267,199","4,814,403",SH,,SOLE,,"3,802,407",0,"1,011,996"
TRUPANION INC,Common Stock,898202106,"8,046","69,902",SH,,SOLE,,"63,999",0,"5,903"
TRUSTCO BANK CORP NY,Common Stock,898349204,"2,329","67,746",SH,,SOLE,,"62,761",0,"4,985"
TRUSTMARK CORP,Common Stock,898402102,"2,423","78,670",SH,,SOLE,,"74,618",0,"4,052"
TSAKOS ENERGY NAVIGATION LTD,Common Stock,G9108L173,256,"29,780",SH,,SOLE,,"29,780",0,0
TTEC HOLDINGS INC,Common Stock,89854H102,"15,452","149,884",SH,,SOLE,,"73,818",0,"76,066"
TTM TECHNOLOGIES INC,Common Stock,87305R109,"5,137","359,211",SH,,SOLE,,"274,863",0,"84,348"
TUCOWS INC-CLASS A,Common Stock,898697206,706,"8,794",SH,,SOLE,,"6,840",0,"1,954"
TUI AG-UNSPON ADR,ADR,899045108,238,"94,908",SH,,SOLE,,"86,918",0,"7,990"
TUPPERWARE BRANDS CORP,Common Stock,899896104,"7,330","308,625",SH,,SOLE,,"265,485",0,"43,140"
TURKCELL ILETISIM HIZMET-ADR,ADR,900111204,"3,477","744,548",SH,,SOLE,,"684,268",0,"60,281"
TURKIYE GARANTI BANKASI-ADR,ADR,900148701,93,"96,783",SH,,SOLE,,"92,046",0,"4,737"
TURNA RETE ELETTRICA ADR,ADR,88088L103,"41,368","1,850,918",SH,,SOLE,,"1,672,800",0,"178,118"
TURNING POINT BRANDS INC,Common Stock,90041L105,237,"5,180",SH,,SOLE,,"5,106",0,74
TURNING POINT THERAPEUTICS I,Common Stock,90041T108,"1,619","20,755",SH,,SOLE,,"19,258",0,"1,497"
TURTLE BEACH CORP,Common Stock,900450206,426,"13,358",SH,,SOLE,,"6,038",0,"7,320"
TUSIMPLE HOLDINGS INC - A,Common Stock,90089L108,544,"7,633",SH,,SOLE,,"7,050",0,583
TUTOR PERINI CORP,Common Stock,901109108,"1,212","87,535",SH,,SOLE,,"74,296",0,"13,239"
TWILIO INC CL A,Common Stock,90138F102,"107,357","272,369",SH,,SOLE,,"245,217",0,"27,152"
TWIST BIOSCIENCE CORP,Common Stock,90184D100,"5,703","42,800",SH,,SOLE,,"40,434",0,"2,366"
TWITTER INC,Common Stock,90184L102,"131,224","1,907,042",SH,,SOLE,,"1,721,506",0,"185,536"
TWO HBRS INVT CORP COM,REIT,90187B408,"19,092","2,525,345",SH,,SOLE,,"1,101,671",0,"1,423,674"
TYLER TECHNOLOGIES INC,Common Stock,902252105,"43,651","96,493",SH,,SOLE,,"84,379",0,"12,114"
TYSON FOODS INC,Common Stock,902494103,"112,206","1,521,235",SH,,SOLE,,"805,857",0,"715,378"
UBER TECHNOLOGIES INC,Common Stock,90353T100,"101,408","2,023,305",SH,,SOLE,,"1,219,029",0,"804,276"
UBIQUITI INC,Common Stock,90353W103,"10,980","35,170",SH,,SOLE,,"33,030",0,"2,140"
UBISOFT ENTMT SA ADR,ADR,90348R102,"9,953","712,947",SH,,SOLE,,"637,317",0,"75,630"
UBS GROUP AG,Common Stock,H42097107,"64,711","4,218,420",SH,,SOLE,,"3,554,709",0,"663,710"
UCB S A ADR,ADR,903480101,"14,661","280,456",SH,,SOLE,,"254,432",0,"26,024"
UDR INC COM REIT,REIT,902653104,"40,721","831,370",SH,,SOLE,,"738,538",0,"92,832"
UGI CORP,Common Stock,902681105,"45,488","982,250",SH,,SOLE,,"590,797",0,"391,454"
ULTA BEAUTY INC,Common Stock,90384S303,"48,495","140,252",SH,,SOLE,,"109,320",0,"30,933"
ULTRA CLEAN HOLDINGS,Common Stock,90385V107,"11,197","208,435",SH,,SOLE,,"148,593",0,"59,842"
ULTRAGENYX PHARMACEUTICAL,Common Stock,90400D108,"4,382","45,958",SH,,SOLE,,"42,673",0,"3,285"
ULTRAPAR PARTICIPAC-SPON ADR,ADR,90400P101,"3,552","944,753",SH,,SOLE,,"864,326",0,"80,428"
UMB FINANCIAL CORP,Common Stock,902788108,"7,089","76,176",SH,,SOLE,,"55,154",0,"21,022"
UMH PROPERTIES INC COM REIT,REIT,903002103,"4,132","189,372",SH,,SOLE,,"117,158",0,"72,214"
UMICORE - UNSPON ADR,ADR,90420M104,"20,389","1,337,841",SH,,SOLE,,"1,208,580",0,"129,261"
UMPQUA HOLDINGS CORP,Common Stock,904214103,"39,719","2,152,804",SH,,SOLE,,"1,248,000",0,"904,805"
UNDER ARMOUR INC-CLASS A,Common Stock,904311107,"15,169","717,204",SH,,SOLE,,"582,796",0,"134,408"
UNDER ARMOUR INC-CLASS C,Common Stock,904311206,"8,110","436,714",SH,,SOLE,,"382,103",0,"54,611"
UNICHARM CORP,ADR,90460M204,"39,413","4,895,993",SH,,SOLE,,"4,490,790",0,"405,203"
UNICREDIT SPA-ADR,ADR,904678406,"39,931","6,861,052",SH,,SOLE,,"3,699,820",0,"3,161,232"
UNIFI INC,Common Stock,904677200,"2,872","117,909",SH,,SOLE,,"48,275",0,"69,634"
UNIFIRST CORP/MA,Common Stock,904708104,"10,612","45,228",SH,,SOLE,,"33,795",0,"11,433"
UNILEVER PLC SPON ADR NEW,ADR,904767704,"262,481","4,486,851",SH,,SOLE,,"2,668,588",0,"1,818,264"
UNION PACIFIC CORP,Common Stock,907818108,"620,871","2,823,039",SH,,SOLE,,"2,287,219",0,"535,820"
UNIQURE NV,Common Stock,N90064101,492,"15,962",SH,,SOLE,,"14,414",0,"1,548"
UNISYS CORP,Common Stock,909214306,"3,621","143,081",SH,,SOLE,,"118,008",0,"25,073"
UNITED AIRLINES HOLDINGS INC,Common Stock,910047109,"63,463","1,213,667",SH,,SOLE,,"896,117",0,"317,550"
UNITED BANKSHARES INC/WV,Common Stock,909907107,"10,073","275,975",SH,,SOLE,,"232,907",0,"43,068"
UNITED COMMUNITY BANKS INC/GA,Common Stock,90984P303,"10,750","335,841",SH,,SOLE,,"237,690",0,"98,151"
UNITED FIRE GROUP INC,Common Stock,910340108,"3,880","139,926",SH,,SOLE,,"66,969",0,"72,957"
UNITED INS HLDGS CORP COM,Common Stock,910710102,984,"172,569",SH,,SOLE,,"155,298",0,"17,272"
UNITED MICROELECTRONICS CORP SPONSORED ADR,ADR,910873405,"38,003","4,021,441",SH,,SOLE,,"3,827,535",0,"193,906"
UNITED NATURAL FOODS INC,Common Stock,911163103,"10,420","281,780",SH,,SOLE,,"191,854",0,"89,926"
UNITED OVERSEAS BK LTD SPONSORED ADR,ADR,911271302,"47,049","1,221,112",SH,,SOLE,,"1,098,182",0,"122,930"
UNITED PARCEL SERVICE INC,Common Stock,911312106,"471,078","2,265,124",SH,,SOLE,,"1,813,946",0,"451,178"
UNITED RENTALS INC,Common Stock,911363109,"113,869","356,946",SH,,SOLE,,"312,608",0,"44,338"
UNITED SECURITY BANCSHARES C COM,Common Stock,911460103,97,"11,931",SH,,SOLE,,"11,931",0,0
UNITED STATES CELLULAR CORP,Common Stock,911684108,"2,355","64,867",SH,,SOLE,,"49,696",0,"15,171"
UNITED STATES STEEL CORP,Common Stock,912909108,"25,455","1,060,611",SH,,SOLE,,"699,764",0,"360,847"
UNITED THERAPEUTICS CORP,Common Stock,91307C102,"39,056","217,690",SH,,SOLE,,"153,638",0,"64,053"
UNITED UTILITIES GROUP PLC,ADR,9.13E+106,"32,286","1,174,663",SH,,SOLE,,"1,057,225",0,"117,438"
UNITEDHEALTH GROUP INC,Common Stock,91324P102,"1,551,633","3,874,820",SH,,SOLE,,"3,054,231",0,"820,590"
UNITI GROUP INC,REIT,91325V108,"6,490","612,889",SH,,SOLE,,"574,499",0,"38,389"
UNITIL CORP,Common Stock,913259107,"4,417","83,383",SH,,SOLE,,"71,171",0,"12,212"
UNITY BIOTECHNOLOGY INC,Common Stock,91381U101,146,"31,399",SH,,SOLE,,"30,913",0,486
UNITY SOFTWARE INC,Common Stock,91332U101,"4,441","40,432",SH,,SOLE,,"39,425",0,"1,007"
UNIVAR SOLUTIONS INC,Common Stock,91336L107,"6,210","254,728",SH,,SOLE,,"242,278",0,"12,450"
UNIVERSAL CORP/VA,Common Stock,913456109,"8,217","144,237",SH,,SOLE,,"100,062",0,"44,175"
UNIVERSAL DISPLAY CORP COM,Common Stock,91347P105,"17,867","80,363",SH,,SOLE,,"65,475",0,"14,888"
UNIVERSAL ELECTRONICS INC,Common Stock,913483103,"1,536","31,674",SH,,SOLE,,"30,499",0,"1,175"
UNIVERSAL FOREST PRODUCTS INC,Common Stock,90278Q108,"16,871","226,950",SH,,SOLE,,"166,901",0,"60,049"
UNIVERSAL HEALTH RLTY INCOME REIT,REIT,9.14E+109,"2,453","39,847",SH,,SOLE,,"33,989",0,"5,858"
UNIVERSAL HEALTH SERVICES INC,Common Stock,913903100,"31,197","213,054",SH,,SOLE,,"167,245",0,"45,809"
UNIVERSAL INSURANCE HOLDINGS I,Common Stock,91359V107,"1,561","112,493",SH,,SOLE,,"84,745",0,"27,748"
UNIVEST FINANCIAL CORP,Common Stock,915271100,"6,495","246,300",SH,,SOLE,,"84,255",0,"162,045"
UNUM GROUP,Common Stock,91529Y106,"87,998","3,098,531",SH,,SOLE,,"2,250,587",0,"847,944"
UOL GROUP LIMITIED ADR,ADR,91529G105,"2,918","134,653",SH,,SOLE,,"104,885",0,"29,768"
Up Fintech Holding Ltd,ADR,91531W106,"1,234","42,566",SH,,SOLE,,"36,142",0,"6,424"
UPLAND SOFTWARE INC COM,Common Stock,91544A109,"1,574","38,243",SH,,SOLE,,"17,555",0,"20,688"
UPM-KYMMENE OYJ-UNSPON ADR,ADR,915436208,"28,420","751,060",SH,,SOLE,,"639,594",0,"111,466"
Upstart Holdings Inc,Common Stock,91680M107,510,"4,082",SH,,SOLE,,"3,787",0,295
UPWORK INC,Common Stock,91688F104,"8,655","148,486",SH,,SOLE,,"113,163",0,"35,323"
URANIUM ENERGY CORP,Common Stock,916896103,204,"76,854",SH,,SOLE,,"54,845",0,"22,009"
URBAN EDGE PROPERTIES,REIT,91704F104,"5,505","288,201",SH,,SOLE,,"268,949",0,"19,252"
URBAN OUTFITTERS INC,Common Stock,917047102,"14,725","357,238",SH,,SOLE,,"163,932",0,"193,306"
Ur-Energy Inc,Common Stock,91688R108,75,"53,263",SH,,SOLE,,"15,370",0,"37,893"
UROGEN PHARMA LTD,Common Stock,M96088105,995,"65,179",SH,,SOLE,,"19,293",0,"45,886"
URSTADT BIDDLE - CLASS A REIT,REIT,917286205,"4,891","252,366",SH,,SOLE,,"228,047",0,"24,319"
US BANCORP,Common Stock,902973304,"276,097","4,846,351",SH,,SOLE,,"3,145,515",0,"1,700,836"
US CONCRETE INC,Common Stock,90333L201,"4,119","55,816",SH,,SOLE,,"52,235",0,"3,581"
US DIVERSIFIED REAL ESTATE,ETF,26922A511,"4,444","128,562",SH,,SOLE,,"128,562",0,0
US ECOLOGY INC,Common Stock,91734M103,"3,448","91,898",SH,,SOLE,,"85,199",0,"6,699"
US FOODS HOLDING CORP,Common Stock,912008109,"37,708","983,002",SH,,SOLE,,"271,089",0,"711,913"
US PHYSICAL THERAPY INC,Common Stock,90337L108,"4,955","42,760",SH,,SOLE,,"33,231",0,"9,529"
US SILICA HOLDINGS INC,Common Stock,9.03E+107,"2,261","195,616",SH,,SOLE,,"181,940",0,"13,676"
USANA HEALTH SCIENCES INC,Common Stock,90328M107,"5,483","53,527",SH,,SOLE,,"31,856",0,"21,671"
UTAH MEDICAL PRODUCTS INC,Common Stock,917488108,576,"6,779",SH,,SOLE,,597,0,"6,182"
UTILITIES SELECT SECTOR SPDR,ETF,81369Y886,645,"10,200",SH,,SOLE,,"8,885",0,"1,315"
UTZ BRANDS INC,Common Stock,918090101,"1,992","91,427",SH,,SOLE,,"91,382",0,45
UWM Holdings Corp,Common Stock,91823B109,240,"28,432",SH,,SOLE,,"16,872",0,"11,560"
VAIL RESORTS INC,Common Stock,91879Q109,"16,366","51,706",SH,,SOLE,,"36,946",0,"14,760"
VALE SA,ADR,9.19E+109,"29,398","1,288,831",SH,,SOLE,,"1,066,734",0,"222,097"
VALEO SPONSORED ADR,ADR,919134304,"22,036","1,464,190",SH,,SOLE,,"1,177,853",0,"286,337"
VALERO ENERGY CORP,Common Stock,91913Y100,"173,060","2,216,451",SH,,SOLE,,"1,489,977",0,"726,474"
VALLEY NATIONAL BANCORP,Common Stock,919794107,"7,958","592,565",SH,,SOLE,,"558,388",0,"34,178"
VALMONT INDUSTRIES INC,Common Stock,920253101,"7,446","31,546",SH,,SOLE,,"26,617",0,"4,929"
VALVOLINE INC,Common Stock,92047W101,"19,324","595,316",SH,,SOLE,,"271,201",0,"324,114"
VANDA PHARMACEUTICALS COM,Common Stock,921659108,"5,726","266,191",SH,,SOLE,,"92,964",0,"173,227"
VANGARD TOTAL WORLD STOCK INDEX FUND ETF,ETF,922042742,"37,503","361,960",SH,,SOLE,,"361,960",0,0
VANGAURD S&P 500 ETF,ETF,922908363,"3,818,815","9,704,245",SH,,SOLE,,"9,480,565",0,"223,680"
VANGUARD ADMIRAL FDS 500 VAL IDX FD,ETF,921932703,491,"3,442",SH,,SOLE,,"1,022",0,"2,420"
VANGUARD ADMIRAL FDS I 500 GRTH IDX F,ETF,921932505,"4,273","16,285",SH,,SOLE,,"16,285",0,0
VANGUARD ADMIRAL FDS MIDCP 400 IDX,ETF,921932885,332,"1,825",SH,,SOLE,,"1,680",0,145
VANGUARD COMMUNICATION SERVICES ETF,ETF,92204A884,988,"6,868",SH,,SOLE,,"5,168",0,"1,700"
VANGUARD CONSUMER DISCRETIONARY ETF,ETF,92204A108,436,"1,387",SH,,SOLE,,"1,387",0,0
VANGUARD CONSUMER STAPLES ETF,ETF,92204A207,725,"3,973",SH,,SOLE,,"2,242",0,"1,731"
VANGUARD DIVIDEND APPREC ETF,ETF,921908844,"65,269","421,660",SH,,SOLE,,"418,511",0,"3,149"
VANGUARD ENERGY ETF,ETF,92204A306,344,"4,536",SH,,SOLE,,"4,127",0,409
VANGUARD ETF INFO TECH,ETF,92204A702,"6,163","15,455",SH,,SOLE,,"11,254",0,"4,201"
VANGUARD FINANCIALS ETF,ETF,92204A405,482,"5,325",SH,,SOLE,,"4,172",0,"1,153"
VANGUARD FTSE ALL WORLD EX-U,ETF,922042775,"2,813","44,374",SH,,SOLE,,"44,133",0,241
VANGUARD FTSE DEV MARKET,ETF,921943858,"83,031","1,611,623",SH,,SOLE,,"1,590,821",0,"20,802"
VANGUARD FTSE EMERGING MARKETS,ETF,922042858,"81,259","1,496,208",SH,,SOLE,,"1,257,347",0,"238,860"
Vanguard Growth ETF,ETF,922908736,"15,173","52,904",SH,,SOLE,,"51,141",0,"1,763"
VANGUARD HIGH DIVIDEND YIELD - ETF,ETF,921946406,364,"3,479",SH,,SOLE,,"3,465",0,14
VANGUARD INDEX FDS EXTEND MKT ETF,ETF,922908652,"4,642","24,614",SH,,SOLE,,"24,483",0,131
VANGUARD INDEX FDS LARGE CAP ETF,ETF,922908637,"1,059","5,278",SH,,SOLE,,"4,144",0,"1,134"
VANGUARD INDEX FDS MID CAP ETF,ETF,922908629,"1,558","6,565",SH,,SOLE,,"6,414",0,151
VANGUARD INDEX FDS SMALL CP ETF,ETF,922908751,"20,782","92,250",SH,,SOLE,,"90,628",0,"1,622"
VANGUARD INDUSTRIALS ETF,ETF,92204A603,986,"5,020",SH,,SOLE,,"2,906",0,"2,114"
VANGUARD INT DIV APP INDX FD,ETF,921946810,"41,321","472,353",SH,,SOLE,,"472,321",0,32
VANGUARD INTL EQTY IDX FTSE SMCAP ETF,ETF,922042718,"7,396","54,204",SH,,SOLE,,"54,204",0,0
Vanguard Long-Term Treasury ET,ETF,92206C847,"18,384","209,626",SH,,SOLE,,"209,585",0,41
VANGUARD MATERIALS ETF,ETF,92204A801,297,"1,641",SH,,SOLE,,"1,256",0,385
VANGUARD MID-CAP VALUE INDEX - ETF,ETF,922908512,466,"3,319",SH,,SOLE,,"3,319",0,0
VANGUARD REAL ESTATE ETF,ETF,922908553,"258,649","2,541,008",SH,,SOLE,,"141,483",0,"2,399,524"
VANGUARD RUSSELL 1000 VALUE,ETF,92206C714,"478,914","6,880,946",SH,,SOLE,,"6,880,946",0,0
VANGUARD RUSSELL 2000,ETF,92206C664,"1,162","12,554",SH,,SOLE,,"12,554",0,0
VANGUARD RUSSELL 2000 VALUE,ETF,92206C649,209,"1,435",SH,,SOLE,,"1,435",0,0
VANGUARD SCOTTSDALE FD LG-TERM COR BD,ETF,92206C813,"42,732","399,584",SH,,SOLE,,"399,567",0,17
VANGUARD SCOTTSDALE FD SHRT-TERM CORP,ETF,92206C409,"7,137","86,295",SH,,SOLE,,"85,300",0,995
VANGUARD SCOTTSDALE FD SHTRM GVT BD ETF,ETF,92206C102,"1,073","17,472",SH,,SOLE,,"17,472",0,0
VANGUARD SCOTTSDALE FD VNG RUS1000GRW,ETF,92206C680,454,"6,500",SH,,SOLE,,"6,500",0,0
VANGUARD SECTOR INDEX HTH CARE VIPER,ETF,92204A504,"2,166","8,763",SH,,SOLE,,"8,763",0,0
VANGUARD SHORT-TERM TIPS,ETF,922020805,"22,418","427,748",SH,,SOLE,,"427,748",0,0
VANGUARD SMALL CAP GROWTH - ETF,ETF,922908595,298,"1,030",SH,,SOLE,,636,0,394
VANGUARD SMALL CAP VALUE - ETF,ETF,922908611,575,"3,312",SH,,SOLE,,832,0,"2,479"
VANGUARD STAR FD VG TL INTL STK F,ETF,921909768,"61,139","930,869",SH,,SOLE,,"930,869",0,0
VANGUARD TAX-EXEMPT BOND ETF,ETF,922907746,"1,907","34,493",SH,,SOLE,,"18,645",0,"15,848"
VANGUARD TOTAL BOND MARKET ETF,ETF,921937835,"1,597","18,596",SH,,SOLE,,"18,596",0,0
VANGUARD TOTAL STOCK MKT ETF,ETF,922908769,"311,478","1,397,893",SH,,SOLE,,"1,385,911",0,"11,981"
Vanguard Value ETF,ETF,922908744,"17,501","127,318",SH,,SOLE,,"28,210",0,"99,108"
VAREX IMAGING CORP,Common Stock,92214X106,"5,509","205,389",SH,,SOLE,,"140,104",0,"65,285"
VARONIS SYSTEMS INC,Common Stock,922280102,"7,527","130,637",SH,,SOLE,,"44,532",0,"86,105"
VAXART INC,Common Stock,92243A200,460,"61,438",SH,,SOLE,,"60,530",0,908
VAXCYTE INC,Common Stock,92243G108,585,"25,978",SH,,SOLE,,"25,645",0,333
VBI VACCINES INC COM NEW,Common Stock,91822J103,448,"133,842",SH,,SOLE,,"113,066",0,"20,776"
VECTOR GROUP LTD,Common Stock,92240M108,"4,615","326,384",SH,,SOLE,,"312,257",0,"14,127"
VECTRUS INC,Common Stock,92242T101,"1,434","30,128",SH,,SOLE,,"22,398",0,"7,730"
VEDANTA LTD,ADR,92242Y100,"23,151","1,630,362",SH,,SOLE,,"1,552,775",0,"77,587"
VEECO INSTRUMENTS INC,Common Stock,922417100,"4,409","183,410",SH,,SOLE,,"167,612",0,"15,798"
VEEVA SYSTEMS INC - CLASS A,Common Stock,922475108,"77,725","249,959",SH,,SOLE,,"209,150",0,"40,809"
VELODYNE LIDAR INC,Common Stock,92259F101,410,"38,580",SH,,SOLE,,"38,388",0,192
VENTAS INC COM REIT,REIT,92276F100,"76,650","1,342,390",SH,,SOLE,,"1,040,881",0,"301,509"
VEOLIA ENVIRONNEMENT-ADR,ADR,92334N103,"29,506","974,680",SH,,SOLE,,"871,613",0,"103,068"
VEON LTD ADR,ADR,91822M106,"10,946","5,981,187",SH,,SOLE,,"4,905,782",0,"1,075,405"
VEONEER INC,Common Stock,92336X109,445,"19,315",SH,,SOLE,,"19,025",0,290
VERA BRADLEY INC,Common Stock,92335C106,"8,740","705,381",SH,,SOLE,,"79,417",0,"625,964"
VERACYTE INC COM,Common Stock,92337F107,"2,928","73,231",SH,,SOLE,,"31,784",0,"41,447"
VERASTEM INC COM,Common Stock,92337C104,162,"39,860",SH,,SOLE,,"39,860",0,0
VEREIT INC,REIT,92339V308,"26,078","567,771",SH,,SOLE,,"265,587",0,"302,184"
